consumer_id,service_type,region,tenure_months,new_customer_price,renewal_price,is_anomaly
CONS_05118,subscription,South West,35,8.67,9.81,False
CONS_05119,broadband,North West,23,27.24,32.3,False
CONS_05120,mobile,North West,2,19.39,21.67,False
CONS_05121,mobile,South East,16,25.05,24.93,False
CONS_05122,broadband,Scotland,95,27.98,35.43,True
CONS_05123,mobile,London,19,22.61,21.23,False
CONS_05124,mobile,Midlands,38,18.65,22.35,True
CONS_05125,mobile,North West,85,26.41,29.09,False
CONS_05126,broadband,Scotland,16,27.91,26.8,False
CONS_05127,mobile,South West,5,30.97,29.97,False
CONS_05128,broadband,London,16,26.55,28.26,False
CONS_05129,subscription,London,45,9.69,10.76,False
CONS_05130,subscription,North West,15,12.1,12.33,False
CONS_05131,broadband,Midlands,10,29.35,30.22,False
CONS_05132,broadband,London,2,32.48,33.69,False
CONS_05133,broadband,Midlands,10,28.97,28.18,False
CONS_05134,mobile,North West,32,26.81,27.22,False
CONS_05135,subscription,Scotland,22,10.56,9.71,False
CONS_05136,mobile,Scotland,63,13.23,14.69,False
CONS_05137,broadband,London,18,27.02,35.34,False
CONS_05138,broadband,South East,9,29.34,30.86,False
CONS_05139,broadband,Midlands,109,23.53,27.09,False
CONS_05140,subscription,North West,38,10.42,10.68,False
CONS_05141,mobile,Scotland,21,23.14,21.75,False
CONS_05142,mobile,North East,23,21.29,26.67,False
CONS_05143,broadband,London,39,33.68,32.95,False
CONS_05144,subscription,North West,21,10.06,11.36,False
CONS_05145,broadband,South East,38,26.3,28.01,False
CONS_05146,subscription,London,5,10.1,11.62,False
CONS_05147,subscription,North East,17,10.04,10.45,False
CONS_05148,mobile,North East,5,14.05,13.4,False
CONS_05149,subscription,South East,49,13.16,13.06,False
CONS_05150,broadband,North East,2,22.62,28.57,False
CONS_05151,mobile,London,4,16.55,17.77,False
CONS_05152,broadband,North East,16,31.42,39.13,False
CONS_05153,mobile,South West,18,26.18,26.61,False
CONS_05154,broadband,South East,13,31.74,35.17,False
CONS_05155,broadband,Scotland,22,24.01,22.68,False
CONS_05156,broadband,Midlands,23,32.47,34.07,False
CONS_05157,broadband,South East,19,32.54,40.68,False
CONS_05158,mobile,South East,5,22.88,22.49,False
CONS_05159,mobile,Wales,6,22.36,22.15,False
CONS_05160,broadband,London,16,42.74,47.79,False
CONS_05161,subscription,London,21,10.76,11.37,False
CONS_05162,subscription,South East,22,6.73,8.2,False
CONS_05163,broadband,Midlands,6,27.27,28.0,False
CONS_05164,mobile,South East,15,19.04,20.04,False
CONS_05165,mobile,North West,54,27.86,29.91,False
CONS_05166,mobile,London,9,16.77,16.11,False
CONS_05167,broadband,London,2,28.29,26.69,False
CONS_05168,mobile,Wales,60,18.07,16.93,False
CONS_05169,broadband,London,1,25.28,20.32,False
CONS_05170,broadband,Wales,2,31.62,32.87,False
CONS_05171,mobile,North West,10,20.48,19.32,False
CONS_05172,mobile,Midlands,13,15.71,15.75,False
CONS_05173,subscription,North West,16,12.36,14.03,False
CONS_05174,broadband,South West,55,28.58,35.53,True
CONS_05175,broadband,London,19,34.97,33.94,False
CONS_05176,broadband,South West,55,26.19,33.42,True
CONS_05177,broadband,South East,37,31.48,39.68,True
CONS_05178,broadband,London,23,27.25,30.14,False
CONS_05179,mobile,Scotland,20,18.1,16.7,False
CONS_05180,mobile,South East,9,27.73,27.48,False
CONS_05181,mobile,North West,13,18.25,21.95,False
CONS_05182,broadband,Midlands,6,19.66,19.89,False
CONS_05183,broadband,Midlands,23,32.5,37.7,False
CONS_05184,mobile,Scotland,13,26.07,32.93,False
CONS_05185,broadband,North East,59,20.05,20.3,False
CONS_05186,subscription,North West,53,14.82,14.71,False
CONS_05187,broadband,London,7,27.69,24.39,False
CONS_05188,mobile,Midlands,6,25.25,27.05,False
CONS_05189,subscription,South East,21,11.68,12.6,False
CONS_05190,mobile,London,18,21.17,23.56,False
CONS_05191,mobile,London,12,16.09,18.82,False
CONS_05192,mobile,South East,24,22.27,21.48,False
CONS_05193,broadband,South East,3,27.78,33.76,False
CONS_05194,mobile,South East,68,13.82,18.53,True
CONS_05195,subscription,Scotland,42,9.31,9.53,False
CONS_05196,subscription,Midlands,3,14.81,15.96,False
CONS_05197,mobile,North East,9,19.56,20.36,False
CONS_05198,broadband,London,58,28.55,28.1,False
CONS_05199,subscription,London,23,9.07,8.63,False
CONS_05200,mobile,Scotland,12,23.17,24.66,False
CONS_05201,broadband,London,8,28.88,27.99,False
CONS_05202,broadband,South East,19,28.82,29.64,False
CONS_05203,broadband,Wales,11,30.79,31.18,False
CONS_05204,mobile,Midlands,101,26.58,27.03,False
CONS_05205,broadband,South East,21,27.98,25.37,False
CONS_05206,broadband,Wales,15,48.69,39.57,False
CONS_05207,broadband,Wales,16,26.68,29.86,False
CONS_05208,subscription,South West,1,11.57,13.25,False
CONS_05209,broadband,South East,45,22.31,26.38,True
CONS_05210,broadband,Midlands,14,21.47,18.31,False
CONS_05211,mobile,Midlands,3,21.24,22.99,False
CONS_05212,broadband,South East,41,32.7,37.85,True
CONS_05213,subscription,Wales,7,12.4,13.21,False
CONS_05214,subscription,Midlands,8,15.99,15.06,False
CONS_05215,mobile,South East,7,19.22,21.61,False
CONS_05216,mobile,North West,10,18.88,21.64,False
CONS_05217,broadband,North West,19,20.69,23.57,False
CONS_05218,broadband,Midlands,1,22.36,26.9,False
CONS_05219,broadband,London,9,21.72,24.62,False
CONS_05220,broadband,North West,18,31.39,30.74,False
CONS_05221,broadband,London,2,37.49,39.29,False
CONS_05222,mobile,Wales,15,19.82,21.39,False
CONS_05223,broadband,Midlands,11,23.61,27.9,False
CONS_05224,broadband,North West,6,31.17,31.98,False
CONS_05225,mobile,Scotland,61,25.19,25.07,False
CONS_05226,mobile,South East,12,23.72,21.75,False
CONS_05227,broadband,South East,11,16.73,18.78,False
CONS_05228,broadband,Midlands,52,24.58,26.16,False
CONS_05229,broadband,London,2,32.33,31.58,False
CONS_05230,broadband,Midlands,5,26.84,29.88,False
CONS_05231,subscription,Wales,11,14.24,14.5,False
CONS_05232,subscription,South West,23,13.17,12.4,False
CONS_05233,mobile,South East,25,21.86,28.19,True
CONS_05234,mobile,North West,20,25.22,29.36,False
CONS_05235,mobile,London,5,21.97,19.5,False
CONS_05236,mobile,South West,16,16.38,17.34,False
CONS_05237,broadband,Midlands,15,35.01,36.32,False
CONS_05238,broadband,Wales,21,18.16,16.68,False
CONS_05239,mobile,Midlands,28,17.21,18.49,False
CONS_05240,mobile,South East,2,25.07,24.83,False
CONS_05241,broadband,Scotland,2,24.63,29.49,False
CONS_05242,broadband,Midlands,32,31.36,35.56,False
CONS_05243,broadband,London,15,31.28,33.32,False
CONS_05244,broadband,North East,20,31.77,27.25,False
CONS_05245,mobile,South West,21,16.24,16.26,False
CONS_05246,mobile,North East,33,20.2,27.2,True
CONS_05247,mobile,Midlands,65,21.42,21.31,False
CONS_05248,broadband,South East,43,29.84,34.4,False
CONS_05249,broadband,Scotland,19,22.67,24.07,False
CONS_05250,subscription,London,3,15.45,16.59,False
CONS_05251,mobile,Midlands,1,17.51,19.88,False
CONS_05252,broadband,London,73,24.41,29.1,False
CONS_05253,broadband,South West,14,45.81,53.87,False
CONS_05254,subscription,South East,15,9.53,10.42,False
CONS_05255,subscription,London,7,17.96,18.39,False
CONS_05256,subscription,London,16,6.13,6.64,False
CONS_05257,mobile,Midlands,1,15.23,15.9,False
CONS_05258,mobile,London,10,16.97,18.91,False
CONS_05259,mobile,London,46,14.76,17.36,True
CONS_05260,broadband,London,21,22.14,22.15,False
CONS_05261,mobile,South East,14,25.12,28.26,False
CONS_05262,mobile,North East,7,23.97,25.18,False
CONS_05263,broadband,North West,2,21.45,23.15,False
CONS_05264,subscription,South East,39,17.34,16.5,False
CONS_05265,broadband,London,22,32.84,33.63,False
CONS_05266,broadband,London,5,23.06,25.01,False
CONS_05267,broadband,South East,120,41.18,42.48,False
CONS_05268,subscription,London,32,10.26,8.9,False
CONS_05269,subscription,London,43,13.61,12.91,False
CONS_05270,mobile,London,44,18.59,20.0,False
CONS_05271,subscription,South East,18,17.42,20.56,False
CONS_05272,subscription,Midlands,1,14.19,14.58,False
CONS_05273,subscription,London,46,13.58,13.67,False
CONS_05274,subscription,Midlands,21,15.23,17.34,False
CONS_05275,broadband,Wales,18,49.88,52.25,False
CONS_05276,subscription,South West,1,8.85,9.83,False
CONS_05277,mobile,London,7,16.27,16.63,False
CONS_05278,mobile,Midlands,34,28.37,28.75,False
CONS_05279,broadband,South West,20,27.23,30.43,False
CONS_05280,mobile,North East,116,24.19,26.72,False
CONS_05281,subscription,Midlands,120,9.16,9.34,False
CONS_05282,broadband,London,3,30.46,29.14,False
CONS_05283,subscription,North East,4,13.27,12.16,False
CONS_05284,broadband,Midlands,2,19.74,18.27,False
CONS_05285,broadband,South East,23,35.28,35.1,False
CONS_05286,broadband,London,41,18.14,21.2,True
CONS_05287,subscription,North East,15,11.91,12.78,False
CONS_05288,mobile,London,44,19.16,17.56,False
CONS_05289,broadband,Midlands,3,21.78,20.06,False
CONS_05290,mobile,North West,102,28.5,30.74,False
CONS_05291,broadband,Midlands,38,29.3,34.76,False
CONS_05292,mobile,London,3,22.64,25.85,False
CONS_05293,subscription,Midlands,23,11.59,10.47,False
CONS_05294,mobile,North West,7,23.55,25.43,False
CONS_05295,subscription,South West,18,16.59,18.74,False
CONS_05296,mobile,London,4,17.47,17.58,False
CONS_05297,subscription,London,11,16.26,16.7,False
CONS_05298,broadband,London,9,31.97,34.36,False
CONS_05299,broadband,London,16,21.15,23.02,False
CONS_05300,broadband,North East,12,25.61,27.62,False
CONS_05301,mobile,London,2,15.75,17.47,False
CONS_05302,mobile,South East,8,15.56,16.57,False
CONS_05303,mobile,Midlands,64,34.7,34.55,False
CONS_05304,broadband,South East,10,20.4,20.6,False
CONS_05305,broadband,South East,16,26.82,26.38,False
CONS_05306,mobile,Midlands,70,18.32,18.48,False
CONS_05307,subscription,North West,41,10.07,14.68,True
CONS_05308,broadband,South West,2,24.3,26.6,False
CONS_05309,broadband,Wales,68,25.13,24.73,False
CONS_05310,broadband,South East,20,32.65,37.22,False
CONS_05311,mobile,Scotland,28,22.28,21.55,False
CONS_05312,broadband,South West,92,30.29,42.31,True
CONS_05313,broadband,South East,9,32.06,34.1,False
CONS_05314,mobile,Midlands,2,24.3,27.19,False
CONS_05315,broadband,North West,15,27.86,30.22,False
CONS_05316,broadband,Scotland,20,33.09,29.88,False
CONS_05317,broadband,Midlands,13,28.4,30.04,False
CONS_05318,subscription,London,17,13.8,13.62,False
CONS_05319,mobile,North West,10,21.86,20.59,False
CONS_05320,broadband,London,14,25.88,27.57,False
CONS_05321,broadband,Midlands,17,32.12,30.43,False
CONS_05322,mobile,Scotland,23,21.23,22.66,False
CONS_05323,subscription,South East,36,8.68,10.21,False
CONS_05324,broadband,London,15,26.24,28.14,False
CONS_05325,broadband,South West,38,26.75,37.51,True
CONS_05326,broadband,South East,23,35.54,36.51,False
CONS_05327,mobile,South East,6,21.13,21.83,False
CONS_05328,subscription,London,20,8.63,9.72,False
CONS_05329,mobile,Scotland,22,24.4,24.92,False
CONS_05330,broadband,South East,9,34.87,35.17,False
CONS_05331,subscription,South West,47,10.14,9.85,False
CONS_05332,mobile,Midlands,20,17.48,17.03,False
CONS_05333,broadband,London,120,26.93,30.27,False
CONS_05334,broadband,Scotland,11,34.16,34.39,False
CONS_05335,broadband,South East,22,22.06,24.14,False
CONS_05336,subscription,London,11,12.31,13.56,False
CONS_05337,mobile,Wales,22,19.94,19.34,False
CONS_05338,mobile,South East,11,13.25,13.01,False
CONS_05339,subscription,South West,23,10.72,11.75,False
CONS_05340,broadband,Scotland,20,26.96,28.54,False
CONS_05341,broadband,South East,46,24.55,25.33,False
CONS_05342,broadband,North East,18,28.59,31.05,False
CONS_05343,subscription,Scotland,12,13.83,15.69,False
CONS_05344,mobile,London,2,14.59,15.22,False
CONS_05345,broadband,North West,8,33.21,33.22,False
CONS_05346,broadband,North East,16,32.02,33.83,False
CONS_05347,mobile,North West,9,16.52,16.21,False
CONS_05348,mobile,North West,120,26.49,28.04,False
CONS_05349,mobile,North West,3,20.69,21.66,False
CONS_05350,broadband,South East,40,31.15,30.55,False
CONS_05351,subscription,London,13,12.42,12.59,False
CONS_05352,subscription,Scotland,5,16.12,16.44,False
CONS_05353,mobile,South West,63,25.6,28.41,False
CONS_05354,mobile,Midlands,8,23.9,23.33,False
CONS_05355,subscription,London,13,14.14,13.87,False
CONS_05356,subscription,North West,19,9.8,9.96,False
CONS_05357,mobile,London,4,23.25,25.46,False
CONS_05358,mobile,South East,4,17.85,19.8,False
CONS_05359,broadband,Wales,65,29.41,38.48,True
CONS_05360,subscription,South East,6,15.35,16.41,False
CONS_05361,mobile,South West,120,22.33,24.75,False
CONS_05362,broadband,North West,15,27.69,31.8,False
CONS_05363,broadband,Wales,22,36.52,38.71,False
CONS_05364,subscription,South West,6,10.21,10.02,False
CONS_05365,subscription,Midlands,18,13.71,14.26,False
CONS_05366,subscription,South West,62,11.12,14.92,True
CONS_05367,mobile,Midlands,13,23.23,21.81,False
CONS_05368,subscription,Scotland,25,16.93,18.29,False
CONS_05369,subscription,South East,5,14.76,14.85,False
CONS_05370,broadband,South East,57,20.88,22.05,False
CONS_05371,broadband,South West,78,24.98,31.26,True
CONS_05372,subscription,London,16,10.62,11.04,False
CONS_05373,broadband,North East,4,31.1,31.57,False
CONS_05374,mobile,South East,20,35.61,37.95,False
CONS_05375,mobile,Midlands,18,20.36,21.1,False
CONS_05376,mobile,South East,17,25.79,25.67,False
CONS_05377,broadband,North East,1,39.02,37.41,False
CONS_05378,mobile,London,24,21.37,23.01,False
CONS_05379,broadband,South East,20,26.66,25.34,False
CONS_05380,subscription,South West,4,11.4,13.77,False
CONS_05381,broadband,South East,8,27.12,31.46,False
CONS_05382,mobile,South East,1,18.83,17.36,False
CONS_05383,subscription,South West,13,26.54,29.21,False
CONS_05384,broadband,South West,19,22.0,25.22,False
CONS_05385,broadband,London,36,25.62,25.59,False
CONS_05386,subscription,Scotland,16,9.31,10.02,False
CONS_05387,broadband,South East,24,33.03,34.23,False
CONS_05388,broadband,South East,1,39.44,43.59,False
CONS_05389,mobile,Wales,7,26.58,26.85,False
CONS_05390,subscription,London,44,10.55,12.19,True
CONS_05391,mobile,North West,25,33.27,38.58,True
CONS_05392,broadband,South East,52,26.95,30.59,False
CONS_05393,subscription,South West,20,10.67,11.04,False
CONS_05394,mobile,Scotland,17,23.26,23.74,False
CONS_05395,mobile,South East,18,18.91,20.84,False
CONS_05396,mobile,South West,1,24.34,27.38,False
CONS_05397,broadband,Midlands,8,24.31,21.11,False
CONS_05398,broadband,South East,42,29.01,24.08,False
CONS_05399,mobile,North East,10,23.35,25.12,False
CONS_05400,broadband,South East,45,20.6,20.45,False
CONS_05401,mobile,South East,13,35.73,33.65,False
CONS_05402,broadband,North West,30,36.77,37.35,False
CONS_05403,broadband,London,14,22.27,29.41,False
CONS_05404,broadband,Midlands,90,30.49,38.94,True
CONS_05405,mobile,Scotland,14,25.85,24.33,False
CONS_05406,mobile,South West,17,17.89,20.1,False
CONS_05407,broadband,South East,117,30.4,29.94,False
CONS_05408,broadband,London,42,32.5,30.29,False
CONS_05409,broadband,South East,10,30.13,30.03,False
CONS_05410,subscription,London,33,9.53,12.99,True
CONS_05411,broadband,North East,14,28.62,26.74,False
CONS_05412,subscription,Midlands,11,9.77,9.02,False
CONS_05413,broadband,Midlands,13,31.21,30.83,False
CONS_05414,broadband,Midlands,9,33.89,32.51,False
CONS_05415,mobile,South East,27,29.06,36.67,True
CONS_05416,mobile,London,4,26.04,26.94,False
CONS_05417,broadband,North West,21,41.22,43.73,False
CONS_05418,subscription,Midlands,54,12.15,16.19,True
CONS_05419,broadband,South East,17,22.86,22.47,False
CONS_05420,broadband,London,99,19.68,21.66,False
CONS_05421,broadband,Wales,4,20.88,20.73,False
CONS_05422,mobile,South East,58,26.97,34.22,True
CONS_05423,subscription,Scotland,13,13.91,14.38,False
CONS_05424,broadband,London,10,19.78,17.41,False
CONS_05425,subscription,North West,22,8.62,9.08,False
CONS_05426,mobile,North West,6,24.22,30.35,False
CONS_05427,subscription,South West,3,11.1,12.38,False
CONS_05428,subscription,Midlands,4,10.35,10.68,False
CONS_05429,subscription,London,18,9.51,9.07,False
CONS_05430,mobile,Midlands,5,27.41,32.68,False
CONS_05431,broadband,Midlands,12,22.41,23.16,False
CONS_05432,mobile,Wales,17,24.2,24.0,False
CONS_05433,mobile,South West,12,20.77,20.64,False
CONS_05434,mobile,Midlands,67,22.62,27.94,False
CONS_05435,mobile,South East,18,21.41,22.2,False
CONS_05436,broadband,North West,6,21.84,23.7,False
CONS_05437,subscription,South East,22,15.69,16.16,False
CONS_05438,broadband,North West,21,26.28,27.36,False
CONS_05439,subscription,North East,13,10.44,10.56,False
CONS_05440,broadband,Wales,4,34.03,39.9,False
CONS_05441,broadband,South East,23,32.49,34.13,False
CONS_05442,subscription,North East,8,9.08,8.49,False
CONS_05443,subscription,Midlands,6,15.28,16.5,False
CONS_05444,mobile,South East,6,23.67,24.55,False
CONS_05445,subscription,South West,104,16.64,17.95,False
CONS_05446,broadband,South East,58,25.2,25.69,False
CONS_05447,subscription,North West,20,13.17,13.2,False
CONS_05448,broadband,North West,16,25.65,28.83,False
CONS_05449,mobile,South West,14,22.35,27.14,False
CONS_05450,mobile,South East,73,20.5,18.5,False
CONS_05451,broadband,South East,7,43.05,45.35,False
CONS_05452,mobile,Wales,10,21.11,21.16,False
CONS_05453,mobile,South West,6,21.95,21.36,False
CONS_05454,broadband,London,6,32.28,28.44,False
CONS_05455,subscription,South East,9,10.03,10.8,False
CONS_05456,mobile,North East,8,14.86,14.96,False
CONS_05457,broadband,Midlands,89,29.62,38.64,True
CONS_05458,mobile,South East,22,27.5,27.56,False
CONS_05459,broadband,South East,11,29.32,33.78,False
CONS_05460,broadband,North West,18,26.97,27.25,False
CONS_05461,mobile,Midlands,20,23.71,23.88,False
CONS_05462,broadband,Scotland,43,42.98,40.43,False
CONS_05463,broadband,Midlands,13,27.52,26.79,False
CONS_05464,mobile,London,6,19.2,22.59,False
CONS_05465,broadband,Midlands,12,29.48,32.4,False
CONS_05466,subscription,London,2,11.69,13.56,False
CONS_05467,subscription,South West,4,10.71,10.48,False
CONS_05468,broadband,London,16,20.45,22.03,False
CONS_05469,mobile,London,12,25.01,28.46,False
CONS_05470,broadband,London,4,25.13,27.55,False
CONS_05471,mobile,South East,31,19.65,26.49,True
CONS_05472,broadband,North West,15,25.57,30.36,False
CONS_05473,subscription,Wales,19,12.32,13.32,False
CONS_05474,broadband,South West,9,31.58,33.05,False
CONS_05475,mobile,Scotland,3,19.65,17.04,False
CONS_05476,broadband,Scotland,22,24.43,26.44,False
CONS_05477,broadband,South East,20,28.88,31.71,False
CONS_05478,mobile,Midlands,3,23.85,27.36,False
CONS_05479,mobile,London,22,30.07,29.54,False
CONS_05480,subscription,South East,19,14.71,15.36,False
CONS_05481,broadband,London,6,25.28,23.3,False
CONS_05482,broadband,South East,22,22.87,21.04,False
CONS_05483,broadband,Scotland,16,22.68,24.73,False
CONS_05484,broadband,London,10,27.61,31.97,False
CONS_05485,subscription,London,11,12.39,14.39,False
CONS_05486,subscription,Midlands,14,12.45,13.5,False
CONS_05487,subscription,London,9,11.07,13.64,False
CONS_05488,broadband,Scotland,20,29.21,29.63,False
CONS_05489,mobile,South East,20,23.36,26.27,False
CONS_05490,mobile,South West,90,18.52,17.45,False
CONS_05491,broadband,Midlands,54,27.5,22.39,False
CONS_05492,mobile,London,101,20.33,20.48,False
CONS_05493,broadband,South West,5,24.15,25.03,False
CONS_05494,broadband,North West,11,27.81,29.66,False
CONS_05495,subscription,South East,21,14.53,14.98,False
CONS_05496,broadband,Midlands,12,26.79,28.86,False
CONS_05497,subscription,Midlands,11,13.57,16.32,False
CONS_05498,broadband,South East,14,23.14,25.69,False
CONS_05499,broadband,South East,51,29.09,28.64,False
CONS_05500,broadband,London,16,41.33,35.39,False
CONS_05501,broadband,Scotland,90,27.75,26.65,False
CONS_05502,mobile,North East,51,26.46,37.1,True
CONS_05503,broadband,North West,7,21.25,24.76,False
CONS_05504,mobile,North East,71,24.0,24.13,False
CONS_05505,subscription,London,20,8.15,9.01,False
CONS_05506,broadband,Midlands,15,38.56,42.48,False
CONS_05507,broadband,South West,120,36.93,48.11,True
CONS_05508,mobile,Midlands,36,27.11,28.25,False
CONS_05509,subscription,London,9,8.25,8.58,False
CONS_05510,mobile,South East,11,23.95,23.77,False
CONS_05511,broadband,London,36,38.28,47.87,False
CONS_05512,mobile,Scotland,16,26.01,25.22,False
CONS_05513,mobile,North East,14,34.17,39.11,False
CONS_05514,broadband,South East,21,28.36,31.72,False
CONS_05515,broadband,London,6,24.39,26.81,False
CONS_05516,subscription,South East,10,11.54,11.96,False
CONS_05517,broadband,Scotland,95,23.85,22.18,False
CONS_05518,broadband,Scotland,11,36.07,34.45,False
CONS_05519,broadband,South East,10,39.65,39.01,False
CONS_05520,mobile,Midlands,3,16.32,17.59,False
CONS_05521,mobile,London,9,37.26,41.87,False
CONS_05522,broadband,Wales,12,23.72,25.46,False
CONS_05523,mobile,North West,79,26.98,39.48,True
CONS_05524,mobile,London,21,39.08,41.76,False
CONS_05525,broadband,Wales,19,17.13,19.49,False
CONS_05526,subscription,Midlands,7,15.6,13.82,False
CONS_05527,broadband,North West,1,28.5,25.01,False
CONS_05528,broadband,Midlands,2,23.8,22.01,False
CONS_05529,subscription,North West,20,16.32,18.39,False
CONS_05530,subscription,South East,23,14.87,13.26,False
CONS_05531,broadband,North East,6,24.77,25.91,False
CONS_05532,subscription,North East,10,12.04,11.72,False
CONS_05533,mobile,London,4,17.7,18.76,False
CONS_05534,broadband,North East,19,27.25,28.2,False
CONS_05535,subscription,Midlands,17,17.49,18.68,False
CONS_05536,subscription,London,12,10.54,10.69,False
CONS_05537,broadband,North West,11,31.09,34.43,False
CONS_05538,mobile,London,15,23.89,28.11,False
CONS_05539,broadband,Scotland,19,24.4,28.25,False
CONS_05540,broadband,North East,32,29.4,36.93,True
CONS_05541,subscription,South East,19,11.52,11.71,False
CONS_05542,mobile,North West,87,22.75,31.88,True
CONS_05543,mobile,South East,13,26.67,26.05,False
CONS_05544,mobile,Scotland,21,24.35,25.89,False
CONS_05545,mobile,Midlands,22,23.76,29.12,False
CONS_05546,broadband,South East,38,27.88,37.08,True
CONS_05547,subscription,Scotland,16,8.97,9.35,False
CONS_05548,mobile,South East,18,26.06,29.17,False
CONS_05549,mobile,Midlands,2,21.46,23.91,False
CONS_05550,mobile,Midlands,3,19.61,21.83,False
CONS_05551,broadband,Midlands,19,17.9,20.74,False
CONS_05552,broadband,South East,22,31.95,30.1,False
CONS_05553,broadband,Scotland,56,26.1,25.29,False
CONS_05554,broadband,Wales,14,22.12,23.24,False
CONS_05555,mobile,Midlands,17,24.26,28.01,False
CONS_05556,subscription,Scotland,5,11.51,13.29,False
CONS_05557,broadband,South West,6,24.68,25.74,False
CONS_05558,broadband,South East,15,29.81,33.79,False
CONS_05559,mobile,London,9,19.6,19.84,False
CONS_05560,broadband,North East,13,28.87,28.29,False
CONS_05561,subscription,London,19,10.21,9.61,False
CONS_05562,broadband,South West,21,32.61,33.76,False
CONS_05563,broadband,Wales,4,31.26,31.83,False
CONS_05564,broadband,South West,1,22.54,25.56,False
CONS_05565,subscription,Scotland,10,17.78,19.47,False
CONS_05566,broadband,Midlands,116,15.69,16.49,False
CONS_05567,mobile,Midlands,10,21.37,22.47,False
CONS_05568,broadband,Scotland,19,29.31,29.67,False
CONS_05569,broadband,South East,1,32.52,29.53,False
CONS_05570,subscription,London,19,16.99,16.18,False
CONS_05571,broadband,South East,16,27.45,30.59,False
CONS_05572,broadband,North East,13,32.71,33.86,False
CONS_05573,mobile,South East,17,16.01,15.09,False
CONS_05574,subscription,Midlands,32,12.65,14.77,False
CONS_05575,broadband,North West,13,23.33,27.97,False
CONS_05576,broadband,South East,19,26.66,30.72,False
CONS_05577,subscription,North East,8,13.88,15.03,False
CONS_05578,mobile,London,27,22.24,23.82,False
CONS_05579,subscription,Scotland,34,10.84,11.32,False
CONS_05580,subscription,North West,32,6.93,7.35,False
CONS_05581,mobile,London,100,17.91,19.71,False
CONS_05582,broadband,South East,11,23.72,26.27,False
CONS_05583,broadband,Midlands,9,32.96,35.77,False
CONS_05584,mobile,London,16,21.81,17.57,False
CONS_05585,mobile,Midlands,22,17.3,19.85,False
CONS_05586,subscription,Wales,16,10.45,11.11,False
CONS_05587,mobile,London,11,21.87,20.54,False
CONS_05588,broadband,South East,68,23.77,25.28,False
CONS_05589,mobile,London,7,26.76,28.69,False
CONS_05590,mobile,Midlands,8,19.27,17.79,False
CONS_05591,mobile,Scotland,91,17.89,25.23,True
CONS_05592,subscription,London,18,14.82,14.74,False
CONS_05593,mobile,Scotland,22,26.08,24.99,False
CONS_05594,broadband,North West,18,43.48,42.1,False
CONS_05595,mobile,Wales,6,26.84,29.4,False
CONS_05596,mobile,London,18,24.11,24.01,False
CONS_05597,subscription,London,15,13.79,14.54,False
CONS_05598,mobile,South East,46,19.83,23.74,True
CONS_05599,mobile,Midlands,21,19.13,21.24,False
CONS_05600,mobile,Wales,1,20.42,20.64,False
CONS_05601,mobile,South East,55,21.68,27.2,True
CONS_05602,broadband,South East,7,25.83,28.77,False
CONS_05603,subscription,Midlands,16,11.38,13.27,False
CONS_05604,subscription,London,24,14.79,16.56,False
CONS_05605,mobile,Scotland,11,15.04,16.51,False
CONS_05606,mobile,North West,6,17.7,19.83,False
CONS_05607,broadband,South East,28,33.64,36.34,False
CONS_05608,mobile,Scotland,5,28.91,32.38,False
CONS_05609,mobile,South East,11,22.99,21.91,False
CONS_05610,mobile,Scotland,4,28.75,29.91,False
CONS_05611,broadband,London,102,25.89,27.96,False
CONS_05612,mobile,North West,10,27.45,28.56,False
CONS_05613,broadband,North West,35,37.54,47.98,False
CONS_05614,mobile,London,29,20.51,21.14,False
CONS_05615,mobile,Wales,17,20.58,18.68,False
CONS_05616,broadband,Midlands,33,37.25,50.57,True
CONS_05617,mobile,North East,14,27.16,28.55,False
CONS_05618,subscription,South East,9,11.18,12.5,False
CONS_05619,mobile,South East,14,25.94,25.32,False
CONS_05620,broadband,South East,8,26.78,27.95,False
CONS_05621,mobile,South West,3,27.28,28.39,False
CONS_05622,broadband,North West,98,30.25,31.51,False
CONS_05623,mobile,South East,7,21.9,21.85,False
CONS_05624,mobile,Midlands,7,22.66,25.89,False
CONS_05625,broadband,London,6,37.06,46.12,False
CONS_05626,mobile,Scotland,15,20.77,20.33,False
CONS_05627,mobile,North West,7,21.71,20.47,False
CONS_05628,subscription,Wales,8,9.57,9.67,False
CONS_05629,broadband,Midlands,13,30.43,35.64,False
CONS_05630,broadband,South East,4,23.72,24.32,False
CONS_05631,mobile,Wales,12,18.89,20.36,False
CONS_05632,broadband,Scotland,4,29.01,28.23,False
CONS_05633,mobile,London,7,21.61,26.08,False
CONS_05634,broadband,South West,3,24.57,25.12,False
CONS_05635,broadband,Midlands,20,29.49,31.49,False
CONS_05636,mobile,South West,14,21.21,20.83,False
CONS_05637,broadband,Midlands,17,24.37,23.75,False
CONS_05638,mobile,South East,18,19.86,20.78,False
CONS_05639,broadband,North West,16,30.86,32.57,False
CONS_05640,mobile,North West,6,26.13,29.3,False
CONS_05641,broadband,London,120,19.88,18.18,False
CONS_05642,subscription,North West,19,14.79,14.35,False
CONS_05643,subscription,South East,17,10.82,10.72,False
CONS_05644,broadband,London,2,22.77,24.06,False
CONS_05645,mobile,South West,11,16.12,15.42,False
CONS_05646,broadband,London,27,24.34,29.5,True
